"id","uuid","ip_address","status","disabled","del_flag","create_by","create_time","update_by","update_time"
61,"ROBOT-02","192.168.118.128","2","0","0","",2/17/2022 2:29:29 PM,"",2/17/2022 2:33:50 PM
